Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.297s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:39,2019-09-19 15:28:39,0.374s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.325s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.032s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.273s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:40,2019-09-19 15:28:41,0.680s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.031s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:28:40,2019-09-19 15:28:40,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.697s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.025s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:28:41,2019-09-19 15:28:41,0.010s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:28:41,2019-09-19 15:28:42,0.716s,PASSED
